13,13,6,"","",""
-30.,0.,-0.36552097768799285,-0.0284269780664081,-0.16339682496001784,0.9861507919740252
-30.,5.,0.4465153639480377,-0.03200044753360356,-0.15678701176734997,0.9871138760541835
-30.,10.,1.2199241354028345,-0.04187680435800697,-0.14844270867548898,0.9880339546280003
-30.,15.,1.9460277760974805,0.016975528499391518,-0.14081679455105006,0.989890126127407
-30.,20.,2.6512976760880065,-0.013432557078002028,-0.1667107535794454,0.9859143426542285
-30.,25.,3.7875627423568403,-0.05094260981868959,-0.190140724494938,0.9804342687775661
-30.,30.,4.208563156612854,-0.11833873122641629,-0.12317871746379093,0.985303480281937
-30.,35.,5.599434921631882,-0.1426232855814502,-0.2494650264937151,0.9578234696260278
-30.,40.,6.239504210135465,-0.0031382158158096284,-0.0863952314686016,0.9962559990188165
-30.,45.,6.635565534887519,0.01534119438481822,-0.05969928787174039,0.9980985135658975
-30.,50.,6.862642190070346,0.01535729334318714,-0.031000271658129082,0.9994013891816909
-30.,55.,6.958263812558016,-0.1306873904553666,-0.025365630695667062,0.9910990822089271
-30.,60.,7.216649620381077,0.007526126105000509,-0.08723189794693521,0.9961596023762594
-25.,0.,-0.2536748184179487,-0.01668791747389821,-0.15862284083080008,0.9871982109876166
-25.,5.,0.5482673895414791,-0.011026117365984507,-0.15653283411556135,0.9876112071962233
-25.,10.,1.3152829177006424,-0.0022426962915876665,-0.1451549784388864,0.9894063889766177
-25.,15.,1.9993525741979283,-0.02851362310602624,-0.13528810308530545,0.990395932171042
-25.,20.,2.721686481022857,-0.016464011661015,-0.1692223436370766,0.9854403760421029
-25.,25.,3.8337249351427545,0.009317872395448928,-0.21444482338709914,0.9766916580868795
-25.,30.,4.708232657495273,-0.08289069151300757,-0.17355230806964658,0.9813300818909985
-25.,35.,5.730794990200366,0.05645580591667663,-0.17652117220621888,0.9826764562872364
-25.,40.,6.3061388184623866,-0.021068263857002275,-0.08709508055208097,0.995977196125332
-25.,45.,6.690763346078029,-0.02896802250013786,-0.055880828603407644,0.9980171274417229
-25.,50.,6.856751740862364,-0.010991612106538618,-0.04272237068838763,0.9990265179193509
-25.,55.,7.2755530278604965,-0.011855563587668668,-0.06859336300489936,0.9975742559647861
-25.,60.,7.342946370961272,-0.049494409320943435,0.06174924443909041,0.9968637490937124
-20.,0.,-0.1865571729460953,-0.010778143817250783,-0.1683152977305361,0.9856742829990724
-20.,5.,0.5869778091768012,-0.007127807320979085,-0.14256229376997,0.9897601662816299
-20.,10.,1.307662913704121,-0.0011793300042752892,-0.14797436840739636,0.9889904931166796
-20.,15.,2.137042074833971,-0.016383563296268947,-0.15900843111059276,0.9871412754461567
-20.,20.,2.840132385406605,-0.03240598471513539,-0.16012633497684173,0.9865644474648002
-20.,25.,3.931701481495111,-0.07055906845059202,-0.22948272631070635,0.9707518200778148
-20.,30.,5.100277479613624,-0.07562736175392265,-0.17597294980701145,0.9814856204195558
-20.,35.,5.414008603279285,0.030242363938840017,-0.08060391243876212,0.9962873123366348
-20.,40.,6.427533064855993,-0.02462365132473445,-0.18287123195018962,0.9828284633243268
-20.,45.,6.841581610192634,-0.022851037597011483,-0.042574415394675706,0.9988319424380366
-20.,50.,6.952585521397623,-0.025307667247761213,-0.02420551218758147,0.999386619461264
-20.,55.,7.245405543407287,0.0070957287148790005,-0.07049282580749823,0.9974870486094938
-20.,60.,7.628913700943031,-0.05604687011685092,-0.07931848649991133,0.9952724883414935
-15.,0.,-0.13440631857656626,-0.008761115041730418,-0.15697798407979807,0.9875632412040599
-15.,5.,0.6491010228169216,-0.014003861407197976,-0.1517643641988337,0.9883174943432965
-15.,10.,1.3922791905901022,-0.022807144506797057,-0.14135164686275836,0.9896966939869164
-15.,15.,2.0684354115131782,0.00850314262674297,-0.15299092074336254,0.988191011260256
-15.,20.,3.07192162330864,-0.07547938882385301,-0.2508456163747753,0.965079964877697
-15.,25.,4.800115785660864,-0.13649526995527952,-0.2872341839134521,0.948085209710292
-15.,30.,5.52580969729064,-0.05484819281704799,-0.08230489581949085,0.9950967690977831
-15.,35.,5.816328662775618,-0.09384176785080624,-0.07151658864975063,0.9930151560547994
-15.,40.,6.533172723250004,-0.017162020093459168,-0.12882988900471537,0.9915181918479078
-15.,45.,6.835301257567494,0.010985018433084694,-0.04338993139946462,0.9989978194286384
-15.,50.,7.089903845542835,-0.032379972908736517,-0.05112301168435874,0.9981673081356403
-15.,55.,7.372714789320071,-0.03216648868732146,-0.06839390482180094,0.9971397047499186
-15.,60.,7.821840114938595,-0.03131268026696437,-0.11484123026327482,0.9928902295249543
-10.,0.,-0.09815292542418774,-0.0037597051063829735,-0.15793042044346256,0.9874430854059713
-10.,5.,0.7256891302796475,-0.01196396742821648,-0.16359041453525863,0.9864557971625281
-10.,10.,1.5225971943532386,-0.02457508099554393,-0.1474883127824323,0.98875844521635
-10.,15.,2.1797254787146016,-0.03710146333813002,-0.18270427795142474,0.9824676219786675
-10.,20.,3.7248290154179813,-0.07451115544327086,-0.2951004173839564,0.9525564714883435
-10.,25.,4.837609475058912,0.01776700421494905,-0.174363167756423,0.9845211116533619
-10.,30.,5.484778333819236,0.013904963205379869,-0.10909530179265055,0.9939340356004656
-10.,35.,6.069663048302516,-0.03575574061074212,-0.10981801942425855,0.9933083758949739
-10.,40.,6.589403154529123,-0.010940979556657647,-0.0783520136707961,0.9968657165938009
-10.,45.,6.76147069444994,0.00803031940444344,-0.04594623220814472,0.9989116365906134
-10.,50.,7.281116291115609,-0.03324225209168515,-0.09650750925087136,0.9947769867332406
